wav_file,song,onsets,offsets
br66br05_250717_093945.4013.cbin,iiiiibbbbbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeeeeehbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeeeeiiiiibbbbbbbbhffffffffbbbbbbbbbbbbbbbbbbbbbbbeeeeeeiiibbbbbbbbhfffffffff,1182.962807 1315.144224 1467.836552 1597.73898 1743.594337 1946.8125 1997.46875 2047.5625 2097.59375 2146.9375 2198.9375 2249.96875 2301.84375 2352.625 2406.84375 2461.15625 2514.78125 2566.4375 2623.625 2680.21875 2734.65625 2794.8125 2856.40625 2916.125 2975.78125 3037.15625 3094.90625 3150.625 3207.40625 3265.0 3322.1875 3378.6875 3435.53125 3492.71875 3557.53125 3621.25 3684.5625 3744.5 3804.96875 3866.15625 3928.40625 3989.25 4050.09375 4111.3125 4272.84375 4303.0 4347.71875 4391.53125 4432.125 4476.15625 5588.403811 5639.09375 5691.0625 5744.78125 5800.125 5854.65625 5907.59375 5960.75 6015.3125 6069.28125 6122.5625 6174.25 6223.6875 6275.03125 6324.9375 6378.34375 6431.71875 6484.78125 6539.21875 6595.96875 6649.21875 6712.0 6772.875 6834.96875 6893.09375 6952.03125 7009.28125 7069.25 7124.0625 7181.5625 7236.28125 7298.65625 7364.34375 7425.36458 7487.398061 7553.15625 7617.0625 7679.96875 7743.375 7802.21875 8224.386929 8365.875 8488.375 8658.375 8775.816702 8952.28125 9004.625 9057.78125 9108.84375 9161.71875 9216.5625 9273.4375 9329.4375 9383.03125 9442.65625 9512.0625 9573.687252 9646.3125 9714.09375 9788.9375 9863.53125 9938.96875 11007.3125 11056.46875 11108.75 11159.65625 11213.65625 11270.0625 11324.875 11377.46875 11432.65625 11483.09375 11542.34375 11603.625 11664.25 11725.0625 11786.59375 11846.28125 11905.75 11962.375 12018.40625 12079.5625 12136.84375 12193.5 12251.15625 12309.75 12377.5625 12441.6875 12504.03125 12565.71875 12626.6875 12989.997537 13145.1875 13281.794049 13463.59375 13515.84375 13568.5625 13623.625 13677.1875 13730.78125 13785.25 13832.751937 13910.78125 13965.0 14037.6875 14105.375 14176.59375 14249.0625 14321.46875 14392.28125 14467.3125 14543.59375,1201.194726 1349.329074 1490.626451 1634.202819 1784.616156 1949.625 2005.09375 2055.40625 2106.75 2156.6875 2207.40625 2259.125 2313.8125 2364.34375 2418.40625 2474.96875 2529.9375 2582.8125 2644.625 2699.59375 2765.75 2825.65625 2883.28125 2949.9375 3013.28125 3072.53125 3127.125 3182.28125 3241.25 3298.21875 3355.4375 3412.40625 3466.90625 3528.4375 3602.125 3661.59375 3727.0 3787.75 3847.15625 3909.59375 3969.84375 4029.875 4093.375 4147.53125 4283.34375 4316.65625 4367.75 4407.34375 4450.625 4489.96875 5599.039097 5648.03125 5703.1875 5758.3125 5807.8125 5862.0 5914.84375 5971.65625 6029.59375 6083.0625 6139.0625 6190.71875 6239.28125 6291.53125 6341.9375 6395.6875 6447.5 6501.46875 6559.71875 6616.46875 6680.03125 6745.5 6801.4375 6865.40625 6925.15625 6982.75 7038.46875 7096.3125 7154.8125 7209.15625 7269.375 7336.125 7407.09375 7473.983033 7538.042283 7598.28125 7663.5625 7727.03125 7787.28125 7840.5625 8253.965537 8403.8125 8509.34375 8668.75 8809.620826 8958.25 9017.75 9072.03125 9120.90625 9175.34375 9230.6875 9284.0625 9336.6875 9415.09375 9480.0625 9555.96875 9624.750733 9697.65625 9766.46875 9836.375 9912.28125 9985.9375 11011.3125 11064.875 11119.28125 11173.90625 11228.875 11284.21875 11339.0625 11395.8125 11453.375 11515.96875 11574.34375 11632.5625 11697.65625 11756.9375 11817.4375 11882.3125 11936.1875 11993.5 12053.28125 12110.96875 12166.8125 12224.71875 12281.28125 12353.4375 12423.125 12483.09375 12547.65625 12605.25 12664.46875 13024.552387 13161.28125 13312.509471 13471.0 13528.21875 13582.0 13635.46875 13692.125 13746.84375 13799.90625 13874.985643 13944.5625 14012.3125 14083.53125 14154.21875 14221.6875 14297.53125 14364.03125 14436.375 14510.625 14581.1875
br66br05_250717_094049.4026.cbin,iiiiibbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeeeehbbbbb,1981.982343 2096.959807 2243.46875 2380.53125 2544.46875 2661.71875 2705.40625 2757.0 2811.125 2862.0 2914.0 2968.59375 3022.9375 3074.3125 3127.9375 3185.5625 3236.6875 3286.40625 3338.34375 3385.75 3438.28125 3493.25 3546.65625 3606.875 3667.375 3728.0 3789.5625 3851.0 3913.15625 3970.84375 4025.65625 4082.40625 4139.125 4195.298515 4251.125 4307.78125 4365.375 4433.34375 4497.273208 4562.78125 4624.4375 4684.34375 4746.4375 4809.96875 4869.34375 5063.28125 5092.6875 5134.9375 5179.03125 5220.875 5264.625,2010.726709 2130.65625 2266.09375 2407.15625 2549.875 2666.03125 2715.09375 2770.5 2825.65625 2874.28125 2926.125 2981.15625 3036.875 3089.28125 3143.0 3194.84375 3252.5625 3308.15625 3360.21875 3411.125 3458.78125 3515.125 3572.875 3637.8125 3699.9375 3760.1875 3824.84375 3883.40625 3946.875 3999.0625 4059.09375 4114.34375 4172.59375 4230.430518 4284.0 4341.5 4405.46875 4476.4375 4545.583697 4608.28125 4669.125 4731.0625 4792.5 4854.5 4910.59375 5072.46875 5106.90625 5156.40625 5201.0 5244.65625 5287.09375
br66br05_250717_094057.4028.cbin,iiiiiibbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeeehbbbbbbiiiibbbbbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeee,2374.908429 2502.732734 2630.557038 2769.496499 2899.17333 3067.75321 3197.43004 3249.8125 3301.625 3353.625 3404.96875 3458.1875 3508.5625 3562.34375 3615.4375 3666.3125 3715.9375 3766.0 3821.28125 3869.15625 3922.53125 3974.25 4027.03125 4084.78125 4145.0 4204.21875 4260.4375 4316.625 4372.21875 4427.90625 4483.96875 4539.96875 4599.15625 4667.21875 4733.59375 4794.25 4856.1875 4917.6875 4978.625 5037.90625 5230.125 5260.28125 5303.3125 5344.96875 5389.34375 5435.125 5475.59375 5660.732639 5833.15625 6016.3125 6183.328952 6419.84375 6466.5 6517.0 6568.4375 6621.5625 6674.46875 6727.375 6780.0 6832.0 6887.875 6939.59375 6997.71875 7059.28125 7118.46875 7178.15625 7239.0625 7300.8125 7356.20136 7422.40625 7486.0 7547.71875 7605.5 7659.15625 7717.03125 7775.4375 7835.03125 7890.875 7947.5 8006.84375 8066.375 8135.25 8199.0 8262.15625 8323.53125 8386.34375 8447.65625 8508.15625,2400.843795 2536.078204 2663.902509 2799.136918 2941.781431 3102.951207 3208.545197 3257.9375 3312.40625 3364.0 3413.625 3467.0625 3515.65625 3572.1875 3624.5 3677.625 3732.1875 3784.625 3834.40625 3887.90625 3941.125 3993.75 4050.84375 4108.03125 4173.5 4236.53125 4293.875 4348.40625 4404.28125 4459.90625 4515.75 4576.28125 4643.4375 4711.375 4777.0625 4837.65625 4902.59375 4962.78125 5017.78125 5076.03125 5238.8125 5268.40625 5320.9375 5364.21875 5406.9375 5446.46875 5490.6875 5702.3028 5872.0625 6050.1875 6220.84375 6424.5625 6472.875 6528.96875 6578.28125 6636.0625 6687.3125 6741.96875 6794.6875 6850.8125 6906.9375 6966.25 7022.75 7083.34375 7141.03125 7207.15625 7262.0625 7324.75 7391.832927 7445.03125 7509.3125 7566.875 7627.84375 7686.40625 7747.5625 7805.5625 7862.25 7920.8125 7978.53125 8038.03125 8109.3125 8177.53125 8240.03125 8302.6875 8363.90625 8424.8125 8488.65625 8546.84375
br66br05_250717_094105.4029.cbin,iiiiiibbbbbbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeee,2713.7844 2845.276424 2970.258943 3121.279486 3273.60193 3384.263535 3522.265065 3566.529707 3619.907658 3670.681806 3722.757855 3773.532003 3823.00425 3875.0803 3923.250645 3972.722892 4023.49704 4072.969287 4125.045336 4177.121386 4231.90625 4290.6875 4352.0 4413.875 4474.0625 4535.90625 4595.96875 4654.71875 4713.4375 4771.71875 4828.5 4884.625 4942.65625 5000.09375 5058.03125 5116.625 5179.09375 5243.0 5306.28125 5367.0 5428.34375 5490.09375 5551.125 5613.59375,2745.030029 2875.220153 3027.542597 3164.242226 3312.658967 3422.018671 3532.680275 3580.850621 3631.624769 3679.795115 3734.474966 3783.947213 3836.023263 3886.797411 3938.87346 3983.138102 4041.723657 4089.894003 4140.668151 4188.838497 4252.59375 4314.96875 4373.28125 4441.84375 4503.875 4568.6875 4631.25 4689.1875 4745.21875 4803.625 4860.3125 4917.71875 4975.125 5030.25 5091.34375 5150.34375 5214.4375 5283.21875 5352.0 5414.75 5469.96875 5533.65625 5592.59375 5649.625
br66br05_250717_094114.4030.cbin,iiiiiiibbbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeeee,2250.76146 2388.198582 2522.111675 2650.151387 2822.828796 2969.663327 3115.323183 3305.375 3355.40625 3406.875 3461.46875 3512.84375 3568.5 3621.65625 3675.4375 3729.375 3783.84375 3837.625 3885.90625 3935.0625 3988.25 4040.0625 4093.90625 4151.78125 4213.8125 4269.825384 4337.25 4395.78125 4453.34375 4510.46875 4565.40625 4622.6875 4682.28125 4735.375 4793.1875 4861.65625 4923.15625 4984.875 5050.9375 5108.6875 5171.5625 5233.21875 5293.0,2281.303043 2421.089517 2552.653257 2686.56635 2855.719731 3016.650378 3157.611528 3311.25 3367.1875 3420.9375 3472.75 3526.78125 3580.21875 3634.65625 3687.5 3743.21875 3797.3125 3852.71875 3905.875 3957.40625 4009.71875 4060.15625 4116.875 4179.0 4239.0 4310.704117 4368.375 4426.53125 4482.46875 4540.8125 4596.75 4652.65625 4709.875 4770.84375 4834.125 4906.5625 4972.46875 5032.46875 5095.1875 5155.71875 5219.5625 5277.375 5333.4375
br66br05_250717_094120.4031.cbin,iiiibbbbbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeeehbbbbbbiiibbbbbhfffffffhgm,1964.586878 2121.46875 2259.03125 2410.1875 2557.9375 2602.5 2654.71875 2707.34375 2761.15625 2813.1875 2861.8125 2910.875 2962.0 3017.875 3067.375 3117.71875 3170.5 3224.96875 3281.53125 3343.71875 3404.0 3461.121874 3527.09375 3586.25 3642.375 3696.875 3754.28125 3811.15625 3867.90625 3925.25 3983.125 4040.40625 4098.21875 4159.875 4225.875 4290.25 4352.59375 4413.15625 4472.40625 4535.03125 4595.59375 4779.908898 4824.875 4866.625 4910.3125 4948.75 4991.03125 5042.25 5258.84375 5412.25 5569.787138 5731.125 5775.96875 5825.25 5876.84375 5929.875 5986.65625 6044.34375 6109.652564 6183.21875 6256.9375 6323.21875 6399.75 6466.480816 6652.417454 6693.84375 6739.125,2001.411038 2125.0 2279.125 2444.5 2560.71875 2611.28125 2667.59375 2720.875 2775.84375 2829.46875 2879.71875 2930.15625 2982.46875 3035.5625 3083.875 3135.6875 3189.6875 3247.46875 3313.09375 3369.71875 3427.09375 3498.28125 3555.78125 3614.875 3672.90625 3730.28125 3788.25 3846.375 3901.5625 3957.6875 4015.65625 4073.59375 4132.03125 4199.375 4267.03125 4333.625 4397.84375 4457.53125 4520.5 4574.40625 4635.28125 4811.209434 4837.03125 4888.53125 4932.5625 4975.84375 5018.96875 5056.4375 5287.15625 5443.8125 5615.817339 5735.40625 5788.71875 5840.375 5894.6875 5950.15625 6017.375 6084.96875 6165.238874 6227.5 6298.1875 6370.65625 6443.5 6520.274019 6676.9375 6723.875 6772.0625
br66br05_250717_095031.4057.cbin,iiiiiibbbbbbbbbbbbbbbbbbbbbbbeeeeeeeeeeibbbbbbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeeeeeiiibbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeiiiibbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeeeeeeeiiiiibbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeeee,845.883055 1144.284471 1325.101724 1470.703632 1615.628322 1751.749176 1897.351084 1946.788011 1997.5625 2049.4375 2100.96875 2154.53125 2206.71875 2259.5 2312.28125 2361.8125 2420.09375 2475.34375 2528.84375 2590.40625 2651.46875 2715.09375 2770.4375 2835.21875 2883.71875 2941.4375 2998.96875 3055.96875 3112.875 3172.84375 3242.375 3306.59375 3368.90625 3430.5625 3492.59375 3558.6875 3619.90625 3680.875 3744.34375 3935.5 4288.71875 4335.625 4387.09375 4439.03125 4494.5 4548.78125 4604.0625 4657.59375 4712.5 4756.65625 4763.40625 4808.0 4858.125 4910.15625 4965.25 5013.75 5065.78125 5118.53125 5174.625 5232.25 5295.0625 5357.8125 5422.1875 5485.21875 5545.34375 5603.21875 5661.09375 5720.15625 5777.90625 5837.75 5897.5625 5967.625 6033.15625 6096.59375 6159.71875 6223.46875 6286.4375 6351.375 6415.9375 6474.46875 6722.28125 6875.78125 7052.09375 7185.84375 7231.625 7284.0625 7337.15625 7393.25 7447.5625 7501.4375 7555.96875 7613.5625 7666.90625 7718.625 7776.75 7839.5 7902.78125 7965.375 8027.65625 8090.4375 8153.0 8215.71875 8279.40625 8338.5625 8396.84375 8454.6875 8513.375 8572.0625 8631.53125 8699.375 8766.40625 8832.53125 8897.09375 8956.09375 9020.5625 9857.603526 9998.09375 10132.5 10269.159633 10426.53125 10471.90625 10527.3125 10578.59375 10629.8125 10686.0625 10741.0 10795.71875 10845.21875 10893.40625 10944.15625 10997.71875 11049.25 11102.34375 11154.875 11208.28125 11267.1875 11328.0625 11390.5625 11454.0 11514.932092 11574.53125 11632.9375 11691.0 11749.96875 11807.09375 11866.96875 11939.53125 12003.3125 12066.28125 12130.46875 12192.875 12258.8125 12323.0 12387.6875 12451.96875 12517.15625 12581.8125 13536.947465 13673.4375 13810.90625 13954.250722 14108.96875 14238.125 14283.9375 14336.375 14388.96875 14442.09375 14495.59375 14549.0 14605.46875 14659.59375 14714.34375 14767.1875 14818.28125 14871.5 14927.15625 14981.25 15039.78125 15095.40625 15160.0625 15222.375 15285.71875 15350.34375 15413.96875 15475.397993 15539.198972 15603.892421 15663.46875 15719.40625 15778.25 15836.65625 15894.84375 15953.03125 16014.4375 16086.75 16148.875 16211.0625 16279.25 16345.4375 16407.75 16471.03125 16535.5,876.357873 1182.208689 1364.380378 1512.691159 1656.261413 1792.382266 1903.446047 1953.560193 2006.34375 2059.25 2112.6875 2168.25 2221.0 2273.75 2328.34375 2381.4375 2443.5625 2501.59375 2561.84375 2620.875 2682.75 2743.5 2801.6875 2859.0 2917.90625 2975.15625 3033.4375 3091.0625 3150.625 3220.40625 3288.125 3352.09375 3417.75 3479.4375 3541.8125 3603.3125 3665.15625 3721.625 3779.375 3940.5625 4294.46875 4345.75 4401.4375 4453.59375 4508.78125 4563.90625 4618.1875 4669.59375 4724.65625 4760.90625 4776.8125 4832.5 4882.9375 4934.78125 4986.9375 5036.25 5090.5 5144.53125 5202.8125 5270.15625 5329.5 5395.84375 5456.84375 5519.28125 5577.8125 5635.15625 5693.75 5752.84375 5812.78125 5874.09375 5935.875 6008.65625 6070.65625 6141.59375 6202.125 6265.875 6328.65625 6395.46875 6457.5 6518.40625 6746.375 6913.8125 7083.9375 7189.6875 7239.59375 7297.4375 7352.90625 7407.75 7461.75 7515.90625 7568.40625 7624.96875 7687.03125 7750.28125 7813.90625 7875.84375 7935.34375 7999.5625 8062.25 8124.40625 8179.1875 8245.15625 8311.65625 8371.4375 8430.0625 8488.75 8548.25 8606.0625 8669.65625 8733.0 8812.0625 8879.875 8940.21875 9001.8125 9062.875 9897.313862 10030.3125 10164.3125 10308.743387 10429.5 10479.84375 10537.25 10590.09375 10644.375 10697.625 10753.625 10808.9375 10860.90625 10909.8125 10963.125 11015.4375 11073.15625 11123.75 11176.25 11231.3125 11297.90625 11362.3125 11423.875 11490.375 11547.75 11609.21875 11666.78125 11724.875 11784.5625 11843.34375 11911.46875 11981.59375 12045.53125 12110.40625 12173.65625 12233.6875 12302.5625 12366.3125 12432.0 12497.15625 12559.0625 12619.28125 13579.282578 13714.53125 13849.25 14002.633708 14139.75 14242.84375 14294.03125 14350.3125 14404.15625 14457.625 14511.0625 14561.90625 14617.3125 14675.125 14730.0 14787.65625 14841.4375 14895.375 14950.1875 15005.40625 15063.84375 15131.5 15191.40625 15255.03125 15313.96875 15382.75 15447.3125 15511.331878 15573.666168 15636.648479 15695.96875 15755.0 15812.65118 15869.28125 15927.03125 15992.21875 16051.90625 16126.96875 16191.625 16260.46875 16328.28125 16390.9375 16453.34375 16509.96875 16570.25
br66br05_250717_095116.4066.cbin,iiiiiibbbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeeehbbbbbibbbbbbbbbbbbbbbbbbbbbeeeeeeeeeiiiibbbbbbbbbbbbbbbbbbbbbbbbeeeeeeehbbbbb,2317.037148 2454.552741 2605.550255 2732.280311 2861.706752 2999.222345 3194.9375 3244.125 3290.46875 3343.75 3395.84375 3449.1875 3499.71875 3552.21875 3603.125 3658.1875 3711.4375 3754.874736 3816.0625 3874.75 3936.71875 3997.5 4060.1875 4123.34375 4184.75 4252.46875 4304.53125 4362.375 4419.21875 4475.46875 4531.6875 4584.96875 4642.40625 4696.354504 4766.96875 4829.859562 4893.8125 4959.5625 5020.84375 5080.75 5144.5625 5343.125 5375.09375 5415.15625 5457.03125 5499.59375 5544.8125 5745.5 5868.46875 5916.09375 5960.46875 6006.90625 6053.25 6103.6875 6156.5625 6211.96875 6263.84375 6323.46875 6375.71875 6436.65625 6499.25 6561.9375 6623.21875 6682.53125 6739.875 6798.28125 6857.09375 6915.84375 6973.8125 7032.75 7102.09375 7170.375 7232.53125 7295.53125 7358.3125 7418.875 7484.53125 7552.625 8508.558789 8648.054539 8801.499864 8954.94519 9088.9375 9134.4375 9187.625 9242.34375 9295.03125 9348.5625 9401.40625 9456.15625 9511.5625 9565.625 9623.0625 9670.6875 9724.34375 9786.1875 9850.375 9912.1875 9972.71875 10032.28125 10091.3125 10146.59375 10203.65625 10262.78125 10322.6875 10378.78125 10441.75 10506.5625 10566.65625 10636.03125 10696.6875 10759.09375 10821.75 11012.375 11056.03125 11097.0 11134.65625 11181.1875 11224.84375,2349.393758 2492.302119 2629.817713 2767.333306 2907.545283 3039.668108 3197.4375 3251.6875 3305.28125 3354.3125 3406.875 3458.0 3509.15625 3562.9375 3617.5 3672.4375 3728.84375 3791.0503 3848.59375 3906.9375 3972.28125 4033.75 4094.9375 4150.53125 4214.65625 4274.96875 4333.03125 4391.1875 4446.875 4501.5625 4561.03125 4617.09375 4676.09375 4741.143298 4808.0625 4878.954971 4939.21875 5001.625 5063.4375 5125.375 5182.09375 5353.40625 5385.4375 5438.8125 5482.875 5526.40625 5571.34375 5757.46875 5872.4375 5923.65625 5979.5625 6027.125 6079.28125 6126.5 6176.65625 6232.125 6287.0625 6345.0625 6403.0625 6468.34375 6538.53125 6594.875 6657.0625 6716.40625 6773.78125 6833.21875 6891.53125 6948.96875 7008.1875 7073.28125 7146.96875 7217.0 7279.65625 7340.6875 7404.28125 7466.8125 7525.5 7566.0 8548.414717 8703.852839 8847.96875 8998.786711 9094.5625 9142.78125 9199.28125 9256.96875 9309.90625 9363.71875 9414.28125 9468.21875 9526.5625 9582.4375 9643.34375 9696.65625 9759.1875 9817.15625 9877.90625 9941.8125 10004.8125 10064.25 10119.5625 10178.375 10235.96875 10293.78125 10351.53125 10409.53125 10470.90625 10550.1875 10617.21875 10678.53125 10743.375 10804.40625 10862.0625 11036.40625 11066.46875 11115.34375 11161.3125 11204.21875 11245.09375
br66br05_250717_095133.4069.cbin,iiiiiibbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeeeiiiibbbbbbbhffffffffhgmhbbbbbbibbbbbbbbbbbbbbbbbbbbbeeeeeee,2443.586316 2573.15507 2702.723824 2844.995397 2969.483024 3119.376289 3296.9375 3345.375 3394.59375 3445.3125 3497.3125 3549.15625 3601.1875 3655.125 3705.1875 3755.09375 3801.75 3852.625 3903.548053 3962.03125 4022.625 4083.84375 4145.375 4208.03125 4268.125 4323.15625 4382.90625 4437.71875 4496.46875 4556.03125 4611.78125 4668.78125 4736.96875 4794.75638 4859.21875 4920.84375 4981.0 5043.125 5104.3125 5937.020175 6079.291748 6229.185013 6381.9375 6499.284329 6551.0 6601.25 6652.4375 6706.09375 6758.21875 6814.40625 6869.25 6928.875 6996.4375 7064.1875 7130.28125 7200.53125 7275.375 7345.0625 7420.15625 7584.65625 7627.71875 7667.3125 7833.875 7864.8125 7907.28125 7949.84375 7992.8125 8031.78125 8082.3125 8267.3125 8381.46875 8427.375 8471.6875 8522.34375 8574.3125 8623.3125 8676.84375 8732.3125 8791.4375 8851.71875 8912.40625 8974.25 9031.9375 9088.4375 9147.28125 9204.78125 9261.375 9319.28125 9377.71875 9435.96875 9492.875 9548.367622 9615.84375 9677.65625 9737.21875 9799.09375 9862.25 9931.09375,2474.073081 2598.560708 2745.913409 2880.563291 3007.591481 3149.863054 3300.3125 3352.75 3403.46875 3458.875 3509.8125 3559.5625 3614.875 3667.3125 3719.125 3770.625 3820.3125 3872.46875 3926.875 3985.78125 4052.28125 4111.125 4169.65625 4230.75 4293.375 4349.21875 4412.1875 4468.75 4525.34375 4581.84375 4637.96875 4705.0625 4776.65625 4845.487098 4905.53125 4971.125 5031.03125 5092.3125 5150.125 5967.506941 6112.319078 6264.752906 6393.21875 6507.712668 6556.53125 6611.03125 6663.875 6718.28125 6768.15625 6826.34375 6900.1875 6969.375 7037.59375 7107.46875 7178.46875 7250.53125 7320.1875 7391.84375 7466.0625 7603.15625 7655.90625 7702.65625 7843.25 7869.9375 7923.875 7967.96875 8010.15625 8056.0625 8101.71875 8298.1875 8386.1875 8438.0 8494.75 8544.4375 8597.25 8644.9375 8702.78125 8762.40625 8817.5 8879.90625 8943.5625 9000.625 9059.28125 9114.09375 9174.34375 9231.125 9290.9375 9345.90625 9405.59375 9464.125 9521.25 9592.616403 9660.1875 9722.84375 9781.9375 9844.4375 9901.15625 9958.3125
br66br05_250717_095212.4079.cbin,iiiiiiibbbbbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeeeeeiiiibbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeeiiibbbhfffffffhgmhbbbbbbibbbbbbbbbbbbbbbbbeeeeeeee,2199.270466 2363.393063 2515.87576 2643.914665 2787.085441 2920.944297 3062.951083 3209.61383 3258.09375 3305.46875 3356.5 3406.03125 3457.03125 3511.21875 3565.4375 3619.78125 3672.5625 3726.875 3773.6875 3826.15625 3877.53125 3926.5 3981.78125 4037.375 4090.1875 4150.03125 4211.4375 4272.875 4334.25 4391.65625 4448.03125 4505.0625 4560.5 4617.5 4669.730249 4731.0625 4788.3125 4856.03125 4919.625 4976.086304 5039.037924 5102.875 5164.84375 5227.75 5292.9375 5350.53125 6090.375 6199.15625 6333.5 6479.201615 6641.46875 6685.75 6737.09375 6788.375 6841.1875 6894.625 6948.375 7004.0 7057.59375 7110.90625 7163.3125 7224.0 7285.6875 7346.78125 7409.21875 7467.314301 7528.308911 7592.8125 7652.625 7708.15625 7765.65625 7823.09375 7880.15625 7942.6875 7997.6875 8057.03125 8116.65625 8181.1875 8244.78125 8308.34375 8370.3125 8432.53125 8489.21875 8901.03125 9042.09375 9197.121446 9339.09375 9385.71875 9435.46875 9493.53125 9550.34375 9618.8125 9682.790874 9754.5 9814.539232 9898.34375 9977.8125 10148.001986 10187.34375 10232.53125 10380.75 10422.34375 10462.03125 10502.6875 10545.6875 10589.90625 10638.6875 10805.71875 10922.09375 10967.5625 11012.53125 11061.0625 11111.59375 11161.6875 11216.59375 11274.125 11333.34375 11395.84375 11456.8125 11515.375 11572.59375 11629.71875 11689.21875 11742.87992 11803.28125 11864.96875 11933.8125 11989.063816 12056.0625 12118.34375 12187.9375 12246.09375 12306.5625,2238.846128 2404.132715 2558.943392 2683.490327 2832.481053 2960.519959 3101.362755 3218.92575 3262.65625 3315.90625 3367.40625 3417.53125 3469.8125 3525.59375 3578.75 3630.46875 3690.3125 3743.3125 3799.15625 3845.4375 3898.25 3949.84375 4006.875 4057.71875 4119.34375 4181.5 4244.65625 4303.40625 4366.34375 4424.9375 4481.3125 4537.375 4592.84375 4650.5625 4706.9375 4766.40625 4828.15625 4891.78125 4967.8125 5032.316213 5088.90625 5152.28125 5213.0625 5273.40625 5335.0 5392.375 6103.25 6241.6875 6378.84375 6535.316657 6647.25 6696.4375 6748.84375 6800.875 6853.78125 6908.25 6961.3125 7016.28125 7073.0625 7130.90625 7198.375 7260.59375 7317.34375 7380.0625 7439.0625 7499.031498 7562.465893 7626.65625 7683.5625 7740.65625 7798.09375 7854.78125 7914.0 7970.34375 8027.34375 8083.21875 8148.9375 8224.84375 8289.78125 8352.90625 8415.28125 8474.65625 8530.375 8931.53125 9084.40625 9250.796703 9346.09375 9396.3125 9450.03125 9524.34375 9594.53125 9659.84375 9731.625 9800.21875 9873.094058 9948.09375 10021.78125 10172.756558 10225.0625 10268.1875 10403.53125 10434.0625 10485.40625 10531.0 10572.875 10612.71875 10661.59375 10833.34375 10925.90625 10976.8125 11029.46875 11086.15625 11134.875 11185.875 11244.15625 11307.0625 11366.9375 11434.125 11490.28125 11548.40625 11607.03125 11663.4375 11721.625 11782.68838 11836.71875 11898.0 11970.46875 12042.40625 12107.441604 12168.90625 12228.96875 12290.78125 12350.125
br66br05_250717_095228.4081.cbin,iiiiiibbbbbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeeee,2141.265326 2272.167794 2407.470345 2544.972937 2691.275695 2854.078764 2987.181274 3033.382145 3085.083119 3136.784094 3187.385048 3239.086023 3297.387122 3350.188117 3404.089133 3456.890129 3506.4375 3560.125 3611.59375 3663.25 3717.0 3772.15625 3831.4375 3893.71875 3955.53125 4017.53125 4079.59375 4142.9375 4204.65625 4262.71875 4320.375 4379.0625 4437.40625 4495.3125 4553.34375 4613.40625 4681.1875 4744.71875 4805.84375 4865.90625 4925.65625 4989.40625 5050.15625 5110.59375,2176.46599 2309.568499 2438.270925 2577.973559 2728.6764 2896.979573 2994.881419 3043.282331 3093.883285 3146.684281 3200.585297 3254.486313 3306.187288 3363.388366 3416.189361 3473.39044 3532.59375 3581.6875 3637.46875 3689.25 3743.46875 3797.53125 3853.90625 3924.1875 3989.59375 4049.625 4113.5625 4176.96875 4237.53125 4295.75 4352.84375 4410.75 4471.5625 4527.71875 4586.78125 4650.125 4727.3125 4786.59375 4845.78125 4913.46875 4967.75 5036.09375 5097.25 5154.90625
