wav_file,song,onsets,offsets
or34bk56_010818_071235.3045.cbin,iiiiiiiiiiibbkkkkiiiiiiiiiiiiiibbbkkkiiiiiiiiiiiiiieeeeeeeee,330.0 534.0 730.0 868.0 1000.0 1134.0 1276.0 1420.0 1558.0 1698.0 1828.0 1986.0 2138.0 2304.0 2441.63776 2598.0 2752.0 2910.0 2962.0 2990.0 3058.0 3178.0 3218.0 3264.0 3300.0 3348.0 3380.0 3426.0 3462.0 3512.0 3562.0 3748.0 3898.0 4044.0 4206.0 4362.0 4524.0 4682.0 4736.0 4762.0 4820.0 4910.0 4946.0 5002.0 5028.0 5078.0 5110.0 5154.0 5192.0 5242.0 5282.0 5446.124551 5526.811177 5614.0 5710.0 5808.0 5898.0 5992.0 6090.0 6192.0,356.0 570.0 772.0 918.0 1054.0 1186.0 1324.0 1474.0 1612.0 1758.0 1890.0 2038.0 2194.0 2334.0 2496.197945 2634.0 2794.0 2942.0 2972.0 3044.0 3078.0 3206.0 3252.0 3282.0 3328.0 3368.0 3412.0 3446.0 3494.0 3522.0 3584.0 3798.0 3948.0 4094.0 4244.0 4410.0 4552.0 4708.0 4746.0 4812.0 4840.0 4932.0 4978.0 5012.0 5062.0 5094.0 5140.0 5176.0 5220.0 5254.0 5306.0 5521.945652 5605.4705 5694.0 5788.0 5884.0 5978.0 6070.0 6166.0 6268.0
or34bk56_010818_071337.3056.cbin,iibbbbkkkiiiiiiiiiiiiiiiibbbkiiiieeeeeeeeeebk,3758.0 3958.0 4192.0 4418.0 4594.0 4746.0 4898.0 5062.0 5212.0 5396.0 5446.0 5486.0 5538.0 5666.0 5712.0 5750.0 5786.0 5830.0 5868.0 5918.0 5946.0 5988.0 6026.0 6072.0 6112.0 6300.0 6486.0 6664.0 6832.0 7012.0 7064.0 7096.0 7156.0 7280.887589 7364.414159 7446.0 7548.0 7640.0 7732.0 7826.0 7922.0 8020.0 8122.0 8334.0 8518.0,3794.0 4006.0 4250.0 4478.0 4652.0 4806.0 4957.833088 5100.0 5246.0 5426.0 5458.0 5530.0 5558.0 5688.0 5740.0 5772.0 5818.0 5852.0 5898.0 5934.0 5976.0 6016.0 6058.0 6098.0 6144.0 6352.0 6536.0 6718.0 6870.0 7052.0 7080.0 7152.0 7180.0 7355.133429 7437.499908 7526.0 7626.0 7718.0 7812.0 7908.0 8002.0 8098.0 8194.0 8374.0 8560.0
or34bk56_010818_071347.3057.cbin,iiiiiiiibbbkkkiiiiiiiiiiiiieeeeeeeebkkbkbbiiiiiiiiiiiieeeee,1480.0 1628.0 1800.0 1962.0 2096.0 2258.0 2386.0 2528.0 2664.0 2796.0 2964.0 3104.0 3254.0 3408.0 3576.0 3632.0 3670.0 3818.0 3858.0 3904.0 3936.0 3990.0 4018.0 4062.0 4100.0 4154.0 4184.0 4314.0 4390.0 4486.0 4580.0 4676.0 4770.0 4868.0 4968.0 5178.0 5336.0 5502.0 5700.0 5850.0 6024.0 6208.0 6466.0 6518.0 6556.0 6602.0 6694.0 6732.0 6780.0 6812.0 6868.0 6896.0 6946.0 6974.0 7161.609277 7245.202371 7326.0 7422.0 7514.0,1494.0 1660.0 1842.0 2008.0 2146.0 2310.0 2450.0 2590.0 2724.0 2854.0 3026.0 3146.0 3296.0 3462.0 3614.0 3650.0 3746.0 3844.0 3892.0 3926.0 3972.0 4008.0 4050.0 4090.0 4132.0 4172.0 4218.0 4386.0 4468.0 4566.0 4660.0 4756.0 4848.0 4944.0 5038.0 5224.0 5374.0 5538.0 5756.0 5892.0 6082.0 6262.0 6496.0 6532.0 6596.0 6630.0 6716.0 6766.0 6802.0 6838.0 6882.0 6930.0 6964.0 7010.0 7234.620967 7308.690797 7408.0 7502.0 7596.0
or34bk56_010818_071353.3058.cbin,iibbbbkiiiiiiiiiiiiiieeeeeeeebkbbbbbbbkkiiiiiiiiiiiiiieeeeeee,1650.0 1796.0 1984.0 2114.0 2258.0 2392.0 2542.0 2712.0 2788.0 2804.0 2954.0 2984.0 3028.0 3064.0 3118.0 3146.0 3198.0 3228.0 3272.0 3310.0 3366.0 3485.552568 3570.413144 3652.0 3752.0 3844.0 3938.0 4034.0 4132.0 4424.0 4560.0 4750.0 4922.0 5068.0 5232.0 5376.0 5528.0 5660.0 5834.0 5992.0 6186.0 6236.0 6262.0 6278.0 6416.0 6456.0 6506.0 6536.0 6582.0 6620.0 6672.0 6700.0 6758.0 6790.0 6941.522757 7022.059672 7112.0 7206.0 7300.0 7394.0 7496.0,1670.0 1834.0 2040.0 2174.0 2314.0 2454.0 2598.0 2750.0 2800.0 2882.0 2970.0 3018.0 3056.0 3098.0 3136.0 3176.0 3220.0 3262.0 3300.0 3344.0 3378.0 3557.401189 3646.221926 3734.0 3830.0 3922.0 4016.0 4116.0 4212.0 4466.0 4600.0 4802.0 4974.0 5124.0 5292.0 5434.0 5582.0 5720.0 5872.0 6042.0 6226.0 6258.0 6274.0 6358.0 6440.0 6490.0 6526.0 6572.0 6612.0 6654.0 6692.0 6738.0 6778.0 6826.0 7014.551993 7097.818973 7192.0 7288.0 7380.0 7476.0 7576.0
or34bk56_010818_071406.3059.cbin,iiiiiiiiiiibbbbbbiiiiiiiiieeeeeeeebbkbbbbbkkiiiiiiiiieeeeeeeebkkiiiiiiiiiiiieeeeee,1350.0 1466.0 1594.0 1718.0 1850.0 1968.0 2116.0 2274.0 2408.0 2546.0 2688.0 2870.0 3010.0 3150.0 3288.0 3438.0 3562.0 3724.0 3778.0 3952.0 3988.0 4042.0 4122.0 4154.0 4208.0 4234.0 4384.0 4470.0 4560.0 4656.0 4752.0 4850.0 4946.0 5050.0 5228.0 5460.0 5608.0 5794.0 6014.0 6216.0 6380.0 6544.0 6697.08003 6855.719752 7014.0 7068.0 7242.0 7280.0 7332.0 7442.0 7490.0 7524.0 7572.0 7758.0 7838.0 7932.0 8028.0 8124.0 8220.0 8316.0 8414.0 8720.0 8874.0 9034.0 9214.0 9268.0 9294.0 9360.0 9466.0 9506.0 9552.0 9590.0 9644.0 9672.0 9728.0 9754.0 9911.125576 9996.320982 10080.0 10180.0 10274.0 10372.0,1368.0 1492.0 1628.0 1754.0 1888.0 2016.0 2170.0 2322.0 2462.0 2600.0 2746.0 2924.0 3068.0 3212.0 3352.0 3502.0 3628.0 3768.0 3892.0 3976.0 4026.0 4106.0 4142.0 4190.0 4230.0 4276.0 4466.0 4542.0 4638.0 4738.0 4834.0 4928.0 5024.0 5124.0 5274.0 5518.0 5664.0 5854.0 6072.0 6278.0 6446.0 6606.0 6762.690286 6909.578917 7058.0 7182.0 7266.0 7314.0 7398.0 7480.0 7514.0 7562.0 7646.0 7830.0 7908.0 8004.0 8112.0 8206.0 8298.0 8394.0 8492.0 8770.0 8916.0 9072.0 9244.0 9280.0 9350.0 9382.0 9490.0 9542.0 9572.0 9622.0 9658.0 9704.0 9740.0 9780.0 9990.445437 10067.806783 10162.0 10260.0 10358.0 10452.0
or34bk56_010818_071422.3060.cbin,iiiiiiiibbbbbbkkiiiiiiiiiiiieeeeeeeebkkiiiiiiiiiiiieeeeeeeeebkkiiiiiiiiiiiieeee,1206.0 1324.0 1456.0 1578.0 1702.0 1828.0 1960.0 2116.0 2296.0 2448.0 2604.0 2754.0 2898.0 3050.0 3200.0 3352.0 3510.0 3564.0 3600.0 3666.0 3788.0 3824.0 3870.0 3908.0 3952.0 3990.0 4034.0 4072.0 4222.0 4302.0 4394.0 4490.0 4586.0 4680.0 4778.0 4884.0 5056.0 5188.0 5368.0 5508.0 5566.0 5604.0 5768.0 5804.0 5852.0 5882.0 5926.0 5962.0 6008.0 6046.0 6100.0 6248.0 6330.0 6420.0 6520.0 6616.0 6710.0 6810.0 6912.0 7016.0 7422.0 7558.0 7728.0 7898.0 7956.0 8150.0 8188.0 8242.0 8270.0 8316.0 8354.0 8396.0 8434.0 8484.0 8520.0 8742.0 8834.0 8932.0 9030.0,1226.0 1358.0 1490.0 1616.0 1744.0 1878.0 2012.0 2170.0 2346.0 2504.0 2660.0 2812.0 2956.0 3108.0 3242.0 3392.0 3544.0 3574.0 3640.0 3676.0 3812.0 3854.0 3892.0 3938.0 3978.0 4020.0 4060.0 4108.0 4294.0 4370.0 4476.0 4572.0 4662.0 4760.0 4854.0 4956.0 5106.0 5238.0 5392.0 5548.0 5584.0 5682.0 5784.0 5834.0 5866.0 5914.0 5950.0 5996.0 6034.0 6088.0 6112.0 6324.0 6404.0 6500.0 6600.0 6700.0 6790.0 6890.0 6992.0 7090.0 7476.0 7614.0 7766.0 7942.0 8070.0 8176.0 8224.0 8266.0 8306.0 8344.0 8388.0 8428.0 8470.0 8510.0 8556.0 8816.0 8916.0 9010.0 9106.0
or34bk56_010818_071447.3062.cbin,iiiiiiiiiibbbbbkkkiiiiiiiiiiiiiiieeeeeebkkkiiiiiiiiiiieeeeeeeeebkkiiiiiiiiiiiiieeeeeeebbbbkkiiiiiiiiiiiiieeeeeee,836.0 962.0 1114.0 1272.0 1404.0 1550.0 1682.0 1830.0 1968.0 2118.0 2314.0 2462.0 2592.0 2724.0 2868.0 3032.0 3190.0 3344.0 3482.0 3578.0 3628.0 3762.0 3808.0 3846.0 3882.0 3924.0 3964.0 4012.0 4046.0 4096.0 4130.0 4186.0 4222.0 4367.197007 4453.419183 4544.0 4650.0 4742.0 4842.0 5166.0 5304.0 5456.0 5610.0 5792.0 5844.0 5872.0 6038.0 6068.0 6116.0 6152.0 6200.0 6236.0 6282.0 6318.0 6469.897547 6551.825677 6638.0 6736.0 6834.0 6930.0 7028.0 7124.0 7224.0 7442.0 7596.0 7744.0 7914.0 8006.0 8064.0 8156.0 8194.0 8248.0 8278.0 8330.0 8358.0 8404.0 8440.0 8486.0 8524.0 8668.0 8748.0 8842.0 8942.0 9038.0 9136.0 9232.0 9628.0 9774.0 9910.0 10058.0 10208.0 10372.0 10542.0 10600.0 10636.0 10784.0 10822.0 10870.0 10904.0 10958.0 10988.0 11030.0 11070.0 11122.0 11154.0 11308.0 11392.0 11480.0 11578.0 11676.0 11774.0 11876.0,850.0 992.0 1150.0 1306.0 1452.0 1598.0 1730.0 1876.0 1990.0 2166.0 2370.0 2518.0 2650.0 2776.0 2924.0 3072.0 3222.0 3368.0 3514.0 3624.0 3646.0 3784.0 3834.0 3870.0 3912.0 3950.0 3998.0 4034.0 4078.0 4116.0 4162.0 4200.0 4250.0 4447.513554 4531.373479 4622.0 4722.0 4822.0 4922.0 5210.0 5344.0 5494.0 5648.0 5830.0 5858.0 5960.0 6050.0 6104.0 6140.0 6186.0 6224.0 6270.0 6306.0 6358.0 6546.45334 6629.053012 6718.0 6818.0 6918.0 7014.0 7108.0 7204.0 7302.0 7480.0 7624.0 7778.0 7940.0 8044.0 8084.0 8178.0 8228.0 8264.0 8310.0 8348.0 8392.0 8430.0 8474.0 8512.0 8562.0 8744.0 8822.0 8928.0 9022.0 9118.0 9216.0 9314.0 9678.0 9830.0 9968.0 10118.0 10262.0 10416.0 10588.0 10614.0 10716.0 10804.0 10854.0 10894.0 10940.0 10976.0 11020.0 11060.0 11104.0 11144.0 11192.0 11382.0 11464.0 11564.0 11662.0 11758.0 11856.0 11958.0
or34bk56_010818_071508.3063.cbin,iiiiiiibbbbbkkkiiiiiiiieeeeeeebkkkibiiiiiiieeebbbkkiiiiiiiie,1480.0 1610.0 1872.0 2192.0 2326.0 2464.0 2608.0 2806.0 2956.0 3110.0 3270.0 3428.0 3594.0 3770.0 3906.0 4162.0 4306.0 4340.0 4424.0 4506.0 4590.0 4644.0 4676.0 4836.0 4918.0 5012.0 5110.0 5206.0 5306.0 5410.0 5682.0 5822.0 5998.0 6150.0 6300.0 6382.0 6528.0 6570.0 6652.0 6702.0 6734.0 6786.0 6820.0 7053.683021 7136.0 7232.0 7620.0 7758.0 7926.0 8100.0 8236.0 8494.0 8582.0 8640.0 8742.0 8864.0 8946.0 9028.0 9114.0 9262.0,1506.0 1634.0 1896.0 2222.0 2364.0 2504.0 2650.0 2852.0 3008.0 3166.0 3322.0 3484.0 3632.0 3796.0 3940.0 4200.0 4316.0 4358.0 4450.0 4532.0 4620.0 4654.0 4700.0 4906.0 4990.0 5090.0 5190.0 5286.0 5384.0 5484.0 5718.0 5860.0 6024.0 6182.0 6320.0 6428.0 6544.0 6598.0 6678.0 6712.0 6764.0 6798.0 6844.0 7129.75788 7206.0 7312.0 7668.0 7814.0 7974.0 8130.0 8268.0 8506.0 8616.0 8654.0 8756.0 8888.0 8970.0 9054.0 9136.0 9320.0
or34bk56_010818_071526.3065.cbin,iiiiiiiiiiiibbbbbkkiiiiiiiiiiiieeeeeeeebkbbbkkiiiiiiiiiiiieeeeeeeeebkiiiiiiiiiieeeeee,358.0 490.0 610.0 746.0 862.0 988.0 1128.0 1268.0 1410.0 1532.0 1674.0 1826.0 1982.0 2116.0 2264.0 2432.0 2576.0 2746.0 2898.0 3056.0 3108.0 3148.0 3324.0 3366.0 3398.0 3452.0 3480.0 3534.0 3566.0 3618.0 3650.0 3807.256836 3888.215636 3976.0 4074.0 4168.0 4268.0 4366.0 4466.0 4672.0 4828.0 5002.0 5124.0 5268.0 5438.0 5598.0 5756.0 5808.0 5846.0 5896.0 5984.0 6022.0 6076.0 6104.0 6150.0 6186.0 6230.0 6268.0 6468.0 6550.0 6638.0 6738.0 6834.0 6930.0 7026.0 7122.0 7230.0 7448.0 7598.0 7766.0 7944.0 8108.0 8198.0 8348.0 8388.0 8464.0 8548.0 8632.0 8722.0 8858.986381 8944.0 9034.0 9134.0 9230.0 9330.0,376.0 508.0 636.0 774.0 902.0 1034.0 1174.0 1308.0 1450.0 1584.0 1720.0 1872.0 2034.0 2174.0 2318.0 2488.0 2636.0 2788.0 2942.0 3082.0 3118.0 3182.0 3346.0 3386.0 3426.0 3464.0 3510.0 3548.0 3592.0 3630.0 3684.0 3882.9439 3965.408911 4052.0 4150.0 4250.0 4346.0 4442.0 4544.0 4712.0 4864.0 5054.0 5176.0 5320.0 5478.0 5628.0 5784.0 5822.0 5888.0 5920.0 6004.0 6054.0 6086.0 6136.0 6170.0 6220.0 6252.0 6298.0 6540.0 6620.0 6722.0 6820.0 6912.0 7010.0 7104.0 7200.0 7300.0 7480.0 7624.0 7786.0 7964.0 8120.0 8228.0 8358.0 8410.0 8494.0 8578.0 8654.0 8744.0 8938.236594 9016.0 9114.0 9216.0 9310.0 9410.0
or34bk56_010818_071610.3070.cbin,iiiiiiiiiibbkkkiiiiiiiiiiieeeeeebkkkiiiiiiiiiiiiieeeeeeebkiiiiiiiiiiie,492.0 636.0 794.0 916.728269 1084.0 1238.0 1384.0 1542.0 1670.0 1822.0 1978.0 2140.0 2304.0 2460.0 2612.0 2780.0 2870.0 2926.0 3052.0 3106.0 3134.0 3216.0 3260.0 3296.0 3340.0 3378.0 3512.0 3596.0 3690.0 3784.0 3878.0 3972.0 4222.0 4368.0 4524.0 4654.0 4818.0 4908.0 4964.0 5056.0 5090.0 5144.0 5172.0 5224.0 5254.0 5296.0 5334.0 5386.0 5420.0 5560.815903 5646.358104 5732.0 5830.0 5924.0 6024.0 6120.0 6424.0 6584.0 6742.0 6834.0 6882.0 6980.0 7020.0 7068.0 7104.0 7152.0 7184.0 7232.0 7268.0 7426.0,518.0 674.0 824.0 966.185652 1118.0 1282.0 1424.0 1586.0 1726.0 1876.0 2028.0 2196.0 2328.0 2490.0 2654.0 2792.0 2896.0 2944.0 3076.0 3120.0 3166.0 3246.0 3282.0 3326.0 3360.0 3412.0 3584.0 3666.0 3766.0 3862.0 3960.0 4050.0 4260.0 4396.0 4548.0 4694.0 4844.0 4950.0 4982.0 5074.0 5126.0 5162.0 5206.0 5240.0 5284.0 5320.0 5366.0 5402.0 5456.0 5641.059029 5721.302156 5814.0 5912.0 6006.0 6104.0 6202.0 6472.0 6620.0 6770.0 6878.0 6894.0 7000.0 7048.0 7084.0 7134.0 7170.0 7218.0 7260.0 7306.0 7496.0
or34bk56_010818_073414.3232.cbin,iiiiiiiibbbkkiiiiiiiiiiiiiieeeeeeeeeebkkiiieeeeeee,764.0 890.0 1052.0 1196.0 1346.0 1498.0 1664.0 1818.0 1986.0 2150.0 2320.0 2508.0 2652.0 2830.0 2884.0 2930.0 2974.0 3110.0 3150.0 3202.0 3234.0 3278.0 3316.0 3368.0 3402.0 3454.0 3482.0 3628.0 3712.0 3806.0 3902.0 4000.0 4096.0 4194.0 4296.0 4390.0 4488.0 4808.0 4972.0 5170.0 5386.0 5478.0 5532.0 5658.0 5738.0 5834.0 5936.0 6032.0 6134.0 6238.0,798.0 936.0 1102.0 1250.0 1406.0 1556.0 1710.0 1872.0 2040.0 2200.0 2374.0 2532.0 2694.0 2858.0 2896.0 2964.0 2998.0 3134.0 3184.0 3224.0 3266.0 3300.0 3348.0 3390.0 3430.0 3470.0 3522.0 3698.0 3780.0 3888.0 3982.0 4082.0 4176.0 4272.0 4370.0 4464.0 4564.0 4856.0 5018.0 5210.0 5414.0 5522.0 5556.0 5734.0 5814.0 5912.0 6010.0 6108.0 6210.0 6314.0
