wav_file,song,onsets,offsets
or34bk56_010818_120027.4796.cbin,iiiiiiiiiiiiiibbbbbkiieeeeeeeeebbkkkkiiiiiiiiiiiiiieeeeeeeebkkkiiiiiiiiiiiiiieeeeeeeebkkiiiiiiiiiiiiibb,996.5 1224.59375 1377.6875 1549.0 1707.625 1843.9375 1969.4375 2105.3125 2258.875 2404.3125 2548.15625 2703.34375 2839.78125 2990.375 3167.90625 3323.53125 3474.40625 3634.65625 3796.28125 3946.21875 4167.0625 4257.21875 4415.84375 4498.03125 4587.625 4684.15625 4780.1875 4876.0625 4971.40625 5068.59375 5166.34375 5267.53125 5546.75 5675.25 5842.40625 5986.84375 6155.25 6326.53125 6407.53125 6419.40625 6555.09375 6592.46875 6646.78125 6676.9375 6730.5 6759.3125 6812.6875 6842.40625 6887.96875 6926.375 6980.5625 7124.21875 7207.40625 7298.875 7395.5 7492.34375 7593.9375 7690.65625 7793.75 7986.96875 8158.375 8319.237933 8506.15625 8653.78125 8737.84375 8750.0625 8803.0 8881.3125 8919.46875 8967.0625 9004.09375 9056.65625 9085.15625 9130.59375 9168.65625 9230.96875 9256.0625 9401.09375 9484.8125 9574.875 9676.28125 9773.71875 9873.875 9976.34375 10079.8125 10314.78125 10457.4375 10467.71875 10669.71875 10722.5 10750.71875 10907.0625 10943.03125 10989.4375 11001.0 11026.1875 11072.21875 11110.09375 11155.75 11193.40625 11241.28125 11520.1875 11694.625,1006.75 1238.46875 1407.0 1575.875 1744.21875 1881.5625 2013.8125 2155.125 2304.28125 2452.875 2599.6875 2750.0 2892.1875 3041.21875 3216.5 3381.5625 3532.15625 3691.78125 3850.8125 4006.393039 4184.6875 4288.28125 4491.71875 4564.6875 4664.40625 4763.9375 4858.625 4950.28125 5044.6875 5142.6875 5238.46875 5391.40625 5583.5625 5720.125 5870.46875 6032.875 6190.78125 6353.78125 6412.15625 6457.09375 6573.25 6625.96875 6653.0 6706.25 6746.0 6791.96875 6829.75 6872.90625 6910.90625 6959.53125 6990.6875 7196.84375 7275.53125 7380.125 7477.3125 7575.1875 7667.53125 7762.09375 7861.4375 8029.4375 8198.65625 8370.364394 8531.65625 8683.59375 8743.375 8780.28125 8816.03125 8901.125 8954.15625 8986.59375 9033.375 9070.5625 9117.40625 9153.1875 9199.78125 9236.3125 9283.875 9475.15625 9554.875 9658.75 9752.21875 9850.4375 9951.0625 10055.4375 10153.625 10355.4375 10461.6875 10508.3125 10709.84375 10741.84375 10840.125 10929.40625 10981.15625 10994.625 11017.21875 11062.9375 11099.875 11145.9375 11187.34375 11234.40625 11316.78125 11574.78125 11752.6875
or34bk56_010818_120122.4807.cbin,iiiiiiiiiiibbbbbkkkiiiiiiiiiiiiieeeeeeeeebkkkiiiiiiiiiiiiiiiiieeeeeeebbkbbbbbkiiiiiiiiiiiiiieeeeeeebkbbbbkiiiiiiiiiiiiiieeeeeeebkkbbbbkkkiiiiiiiiiiiiikbbbbkkkiiiiiiiiiiieeeeeeebkk,4001.0 4116.28125 4257.125 4388.09375 4516.84375 4655.59375 4784.9375 4928.34375 5072.9375 5223.875 5367.75 5540.9375 5697.65625 5855.59375 6020.875 6185.75 6335.5625 6501.65625 6655.246201 6834.4375 6888.0625 6932.34375 7077.34375 7113.71875 7159.0625 7195.4375 7237.5 7275.5625 7319.4375 7356.125 7401.59375 7438.75 7573.301415 7658.78125 7749.4375 7846.09375 7939.65625 8036.34375 8128.875 8223.875 8326.21875 8612.1875 8762.8125 8937.71875 9101.65625 9265.34375 9314.875 9344.65625 9355.5 9413.6875 9495.46875 9535.0 9579.5 9615.25 9660.5625 9696.375 9740.8125 9776.46875 9822.25 9859.21875 9914.59375 9942.28125 10085.1875 10167.53125 10255.625 10352.15625 10446.28125 10542.125 10636.34375 10736.34375 10957.21875 11098.5 11291.96875 11434.1875 11579.1875 11750.65625 11908.40625 12064.125 12255.03125 12308.46875 12338.40625 12387.34375 12487.90625 12525.4375 12571.625 12606.90625 12652.15625 12688.5625 12733.09375 12771.71875 12818.6875 12854.84375 12997.3125 13078.6875 13173.375 13268.0 13358.71875 13456.34375 13562.4375 13858.5 14008.888077 14198.90625 14346.4375 14563.46875 14733.78125 14890.65625 15076.09375 15173.53125 15301.46875 15336.5625 15382.3125 15420.59375 15464.34375 15501.6875 15544.625 15582.84375 15629.46875 15640.9375 15667.9375 15679.71875 15815.53125 15895.84375 15988.90625 16083.78125 16184.46875 16277.4375 16383.25 16640.40625 16788.8125 16957.623543 17245.71875 17402.96875 17560.21875 17699.875 17851.78125 18019.25 18193.46875 18337.65625 18426.53125 18592.375 18629.28125 18676.3125 18686.09375 18711.1875 18758.5625 18796.28125 18841.5625 18881.09375 18928.34375 18965.15625 19368.3125 19527.5625 19677.78125 19827.6875 19962.875 20108.40625 20252.555164 20411.811763 20600.6875 20655.5625 20697.75 20829.03125 20867.5 20925.0625 20950.4375 20993.96875 21006.21875 21033.4375 21077.78125 21280.5 21360.34375 21451.8125 21548.84375 21645.75 21743.09375 21843.9375 22045.375 22194.53125 22360.216716,4012.21875 4151.4375 4276.96875 4427.1875 4560.25 4698.25 4835.46875 4986.46875 5130.9375 5280.75 5429.90625 5597.375 5753.5625 5915.53125 6076.96875 6242.90625 6391.477459 6555.710827 6712.479042 6879.09375 6922.0625 7002.28125 7099.84375 7146.4375 7184.46875 7228.75 7265.6875 7307.4375 7347.0625 7393.03125 7431.375 7477.0625 7653.216675 7728.03125 7825.5625 7921.9375 8012.96875 8107.59375 8203.28125 8298.8125 8398.25 8654.5625 8813.15625 8974.4375 9126.84375 9294.90625 9320.5 9349.90625 9388.03125 9428.53125 9515.5 9567.0625 9601.875 9646.34375 9685.21875 9728.65625 9765.5 9808.875 9847.25 9890.09375 9928.875 9978.28125 10157.84375 10238.1875 10333.53125 10430.28125 10523.25 10618.5625 10712.625 10811.9375 11002.125 11152.067468 11345.9375 11491.4375 11636.65625 11808.34375 11965.8125 12116.3125 12296.125 12329.4375 12380.65625 12425.0 12511.5625 12560.5 12596.1875 12636.9375 12675.0625 12722.5625 12760.21875 12806.34375 12845.8125 12889.4375 13067.3125 13150.6875 13246.65625 13348.40625 13436.15625 13533.0 13627.90625 13901.5625 14063.632533 14252.59375 14398.90625 14617.0625 14791.09375 14934.71875 15163.09375 15247.875 15322.90625 15376.1875 15411.53125 15454.21875 15491.34375 15533.34375 15572.75 15617.6875 15635.375 15658.125 15673.46875 15708.53125 15889.40625 15966.875 16069.34375 16163.1875 16261.5625 16355.34375 16453.53125 16680.84375 16828.84375 17002.414461 17294.28125 17451.0625 17609.0 17751.46875 17889.875 18059.1875 18222.8125 18354.78125 18458.4375 18611.6875 18663.28125 18680.75 18704.3125 18747.75 18784.28125 18831.09375 18869.90625 18911.53125 18952.71875 18998.0 19397.90625 19577.9375 19729.53125 19882.25 20016.5 20162.96875 20312.276388 20467.5625 20644.53125 20691.34375 20776.59375 20853.59375 20903.375 20941.28125 20987.9375 21001.125 21023.96875 21071.03125 21168.78125 21352.6875 21432.0 21529.125 21629.90625 21724.125 21822.25 21919.5 22091.84375 22248.23942 22414.40625
or34bk56_010818_120154.4810.cbin,iiiiiiiiiiibbbbkkiiiiiiiiiiiiiiieeeeeeeebkkiiiiiiiiiiiibbbbbkkiiieebbbbbbkkkiiiiiiiiiiiiiibbbbkbbbkkiiiiiiiiiiiieeeeeeeebbkkkiiiiiiiiiiieeeeeeeeibbbbkiiiieeeeeee,449.125 574.5625 714.4375 842.28125 1021.6875 1145.5 1282.1875 1410.59375 1543.125 1687.84375 1827.03125 1988.4375 2146.28125 2287.625 2434.53125 2589.307744 2736.517012 2897.9375 2952.34375 2980.15625 3041.4375 3131.9375 3169.15625 3179.96875 3215.78125 3253.09375 3300.125 3336.875 3382.3125 3418.5625 3476.34375 3504.3125 3664.753229 3746.8125 3837.25 3936.8125 4031.4375 4127.875 4229.1875 4323.34375 4511.125 4663.1875 4814.71875 4993.875 5076.5 5090.8125 5284.84375 5320.84375 5377.0 5403.9375 5451.125 5488.21875 5534.53125 5570.65625 5623.125 5658.53125 5867.5 6008.46875 6141.0 6270.90625 6410.103673 6572.306477 6753.375 6809.125 6831.90625 7014.318475 7098.086063 7452.84375 7601.375 7744.5 7877.78125 8021.0625 8169.28125 8313.341234 8472.478387 8644.9375 8801.75 8856.46875 8883.0 8898.21875 9025.0 9062.28125 9072.5 9108.40625 9144.96875 9192.28125 9228.34375 9274.28125 9313.0625 9956.84375 10108.46875 10251.8125 10413.75 10572.75 10732.25 11650.0 11817.5 11990.09375 12156.3125 12308.75 12444.78125 12534.0625 12667.28125 12713.125 12761.21875 12788.0625 12843.15625 12873.3125 12927.6875 12955.71875 13017.21875 13044.90625 13174.875 13197.4375 13255.46875 13347.28125 13441.21875 13538.6875 13637.625 13737.90625 13842.34375 14033.53125 14188.09375 14349.34375 14497.1875 14655.78125 14747.53125 14801.46875 14891.3125 14932.75 14982.59375 15011.4375 15066.53125 15096.25 15140.9375 15178.46875 15334.625 15413.5 15505.65625 15600.90625 15704.625 15802.21875 15902.1875 15996.5625 16404.09375 16609.625 16751.6875 16886.96875 17034.625 17195.625 17406.28125 17463.25 17487.84375 17551.46875 17676.21875 17759.40625 17848.0625 17945.8125 18042.25 18140.0625 18261.09375,470.3125 605.96875 759.0 877.4375 1030.1875 1170.75 1305.96875 1445.625 1584.5625 1727.75 1860.53125 2034.34375 2200.75 2344.625 2492.0 2642.28125 2786.949817 2933.28125 2965.78125 3035.59375 3065.46875 3153.75 3174.34375 3204.125 3238.34375 3283.09375 3323.71875 3370.0625 3411.75 3450.21875 3492.0 3541.125 3736.53125 3817.40625 3916.75 4016.84375 4110.8125 4205.5 4302.25 4399.53125 4552.71875 4697.6875 4863.65625 5026.84375 5083.15625 5162.90625 5309.34375 5359.90625 5397.5 5442.5 5480.59375 5524.0625 5561.71875 5606.96875 5647.875 5691.625 5921.90625 6070.09375 6197.21875 6328.90625 6467.3125 6630.917575 6798.15625 6825.15625 6924.9375 7086.693671 7160.409149 7500.34375 7652.9375 7799.875 7928.875 8075.6875 8220.75 8365.46875 8526.78125 8697.6875 8838.9375 8869.96875 8892.0 8968.25 9044.71875 9066.9375 9097.0 9131.21875 9181.0625 9218.0625 9262.1875 9300.4375 9351.8125 9974.59375 10157.28125 10301.46875 10464.78125 10622.8125 10762.125 11692.90625 11863.40625 12035.34375 12182.8125 12332.875 12466.59375 12571.5625 12683.59375 12736.75 12771.125 12820.6875 12857.4375 12903.875 12940.53125 12985.90625 13022.78125 13075.5 13191.75 13244.78125 13324.6875 13423.5 13517.25 13613.3125 13711.71875 13809.15625 13913.71875 14066.5 14217.6875 14376.09375 14530.5 14682.96875 14785.4375 14816.09375 14912.3125 14962.3125 14998.25 15045.71875 15085.09375 15127.59375 15166.59375 15214.28125 15408.4375 15486.25 15586.09375 15683.875 15784.34375 15881.5 15978.3125 16077.5625 16434.25 16658.75 16801.90625 16939.4375 17084.6875 17234.28125 17435.71875 17472.5625 17539.125 17571.28125 17751.6875 17830.84375 17928.8125 18026.0 18121.625 18218.6875 18294.6875
or34bk56_010818_120221.4811.cbin,iiiiiiiiiiiiibbbbkkiiiiiiiiiiiiieeeeeeeeebkkbbbbbkiiiiiiiiiiiiiiieeeeeeebkbbkkiiiiiiiiiiiiiieeeeeeebkkiiiiiiiiiiiiieeeeeebkkkiiiiiiiiiiieeeee,1455.1875 1580.625 1704.59375 1849.15625 1977.3125 2108.40625 2245.4375 2386.46875 2547.78125 2694.125 2826.25 2975.09375 3116.75 3290.40625 3462.25 3619.03125 3829.71875 3953.965516 4122.157555 4294.40625 4347.5625 4375.09375 4580.5 4616.9375 4663.5625 4699.84375 4746.125 4782.96875 4829.15625 4864.71875 4921.9375 4951.4375 5096.71875 5120.375 5182.84375 5270.9375 5367.5625 5462.21875 5558.46875 5656.1875 5756.75 5943.4375 6084.500967 6254.341948 6553.28125 6690.96875 6833.28125 6966.34375 7104.5 7254.875 7432.59375 7487.09375 7516.40625 7527.28125 7577.25 7692.1875 7728.8125 7774.25 7810.8125 7857.5 7894.5 7939.9375 7978.78125 8023.0 8060.53125 8209.0 8289.40625 8383.625 8478.75 8575.4375 8670.5625 8768.25 8977.21875 9132.1875 9295.25 9433.65625 9586.955798 9756.796779 9929.6875 9984.46875 10012.40625 10087.25 10170.96875 10208.5625 10257.90625 10292.21875 10337.375 10374.71875 10420.5625 10456.75 10504.46875 10539.96875 10678.375 10761.15625 10853.0625 10950.1875 11047.03125 11141.84375 11249.71875 11449.65625 11615.0 11782.875 11973.46875 12077.1875 12087.125 12240.9375 12287.84375 12334.28125 12360.5625 12416.65625 12446.375 12501.59375 12531.71875 12588.34375 12627.8125 12759.25 12833.46875 12933.375 13028.15625 13125.78125 13223.625 13452.09375 13632.75 13791.875 13951.5625 14131.875 14225.96875 14278.75 14358.25 14405.03125 14453.3125 14479.96875 14528.0 14564.0 14617.21875 14647.5 14800.90625 14881.625 14976.59375 15071.6875 15167.5,1471.25 1603.34375 1739.34375 1888.5 2027.96875 2160.78125 2299.53125 2440.53125 2600.875 2745.59375 2877.25 3032.25 3178.03125 3348.46875 3520.09375 3694.40625 3884.4375 4011.67847 4177.0625 4338.3125 4366.5 4461.125 4599.59375 4648.9375 4686.75 4731.78125 4768.3125 4813.15625 4855.84375 4898.71875 4936.53125 4982.90625 5114.59375 5164.3125 5254.96875 5347.34375 5443.8125 5539.5625 5636.15625 5731.4375 5831.46875 5990.28125 6140.56498 6304.28125 6605.46875 6748.0625 6890.8125 7023.28125 7161.84375 7304.40625 7474.3125 7507.6875 7522.0 7571.0625 7602.1875 7714.15625 7763.46875 7798.5625 7849.28125 7889.09375 7929.09375 7968.375 8008.40625 8051.5625 8098.625 8282.6875 8361.53125 8459.875 8556.03125 8650.03125 8746.1875 8842.75 9021.4375 9174.65625 9353.03125 9486.1875 9641.37087 9804.616084 9958.40625 9989.90625 10057.96875 10094.1875 10191.84375 10236.75 10272.28125 10322.34375 10353.75 10405.5625 10441.53125 10489.21875 10525.46875 10576.53125 10748.375 10831.5 10928.5 11027.0 11125.78125 11220.0625 11318.5 11490.75 11646.0 11821.1875 12026.1875 12081.34375 12119.3125 12257.3125 12311.8125 12346.4375 12394.34375 12429.9375 12480.1875 12516.28125 12564.3125 12599.46875 12650.9375 12827.40625 12910.9375 13011.59375 13106.90625 13203.75 13298.21875 13488.84375 13659.75 13819.25 13987.40625 14141.6875 14250.3125 14288.9375 14376.5625 14428.59375 14464.03125 14516.90625 14550.34375 14599.125 14636.0625 14686.28125 14875.34375 14955.3125 15055.59375 15150.59375 15244.875
or34bk56_010818_120237.4812.cbin,iiiiiiiiibbbbbbbkkkkkiiiiiiiiiiiiiiieeeeeeeebkkkiiiieeeeeebkkiiiiiiiiiiiii,795.28125 805.90625 958.75 1102.5 1241.875 1374.8125 1502.21875 1651.28125 1792.03125 1992.125 2129.59375 2278.84375 2412.84375 2567.21875 2712.0 2864.0625 3019.75 3159.9375 3172.53125 3347.5625 3480.40625 3628.0625 3682.96875 3709.3125 3720.125 3779.8125 3854.3125 3893.15625 3950.3125 3975.90625 4031.34375 4059.46875 4103.9375 4143.375 4200.40625 4229.78125 4370.9375 4451.96875 4543.28125 4641.6875 4737.1875 4835.1875 4934.90625 5033.625 5292.9375 5425.294324 5591.03125 5752.1875 5950.84375 6005.5625 6031.84375 6090.25 6223.53125 6305.5625 6398.21875 6494.0 6594.5625 6691.0625 6928.875 7076.84375 7246.84375 7404.875 7457.3125 7485.03125 7633.1875 7671.21875 7680.40625 7716.09375 7727.15625 7753.4375 7798.65625 7835.21875 7881.90625 7919.0,800.21875 830.75 984.15625 1135.8125 1280.34375 1418.21875 1554.625 1700.65625 1835.6875 2043.3125 2182.4375 2330.03125 2462.8125 2618.09375 2762.71875 2918.5 3061.28125 3165.84375 3215.375 3390.34375 3534.9375 3662.625 3696.96875 3714.5 3753.65625 3791.15625 3871.8125 3928.09375 3965.53125 4011.84375 4048.03125 4093.4375 4130.78125 4175.3125 4216.15625 4261.40625 4440.9375 4524.78125 4621.625 4725.90625 4824.875 4916.125 5013.1875 5111.15625 5331.34375 5479.0625 5630.96875 5803.6875 5987.5625 6019.96875 6079.59375 6116.28125 6295.6875 6376.21875 6475.875 6578.8125 6671.09375 6765.84375 6960.3125 7115.90625 7285.84375 7443.34375 7475.1875 7568.5 7654.96875 7675.25 7702.0625 7720.59375 7735.875 7786.40625 7821.59375 7870.34375 7905.875 7954.625
or34bk56_010818_120256.4815.cbin,iibbbbbbkiiiiiiiiiieeeeebbbbbbbkkkiiiiiiiiiiiiieeeeeeebkkkiiiiieeeeeee,1695.430317 1854.1875 1983.34375 2154.40625 2319.34375 2474.53125 2645.28125 2841.6875 3002.53125 3184.9375 3266.5 3431.21875 3475.84375 3522.4375 3551.4375 3603.09375 3633.59375 3720.34375 3803.0 3954.34375 4036.5 4129.6875 4228.0625 4324.03125 4681.28125 4860.40625 5057.375 5193.3125 5335.09375 5511.28125 5684.75 5854.65625 6022.6875 6185.5 6335.875 6415.1875 6429.96875 6558.21875 6605.125 6651.96875 6679.90625 6734.625 6764.5 6819.6875 6848.6875 6903.46875 6930.71875 7080.254978 7166.75 7257.46875 7355.625 7453.46875 7550.4375 7652.875 7969.0625 8126.75 8281.5 8427.28125 8613.9375 8668.6875 8693.59375 8707.96875 8765.09375 8878.28125 8960.9375 9047.9375 9156.28125 9251.78125 9352.28125 9445.90625,1734.21875 1860.375 2030.21875 2199.5 2363.15625 2521.5 2694.25 2887.25 3022.8125 3189.71875 3291.34375 3438.34375 3490.40625 3528.0625 3576.90625 3613.125 3659.65625 3746.78125 3829.0625 4023.09375 4101.375 4204.21875 4300.15625 4398.3125 4721.75 4907.375 5106.71875 5242.6875 5381.09375 5562.96875 5739.0 5885.0 6050.15625 6216.21875 6353.65625 6419.625 6450.71875 6575.0 6628.34375 6659.09375 6711.25 6746.15625 6792.6875 6831.90625 6877.53125 6913.84375 6963.40625 7155.4375 7235.03125 7332.59375 7435.5 7529.96875 7625.9375 7725.28125 8010.09375 8155.84375 8308.21875 8468.59375 8636.90625 8673.625 8699.59375 8733.09375 8770.90625 8948.46875 9031.84375 9130.125 9234.71875 9330.5 9429.75 9521.03125
or34bk56_010818_120912.4854.cbin,iiibbbbiiiiiiiiiiiiibbbkiiiiiiiiiiiiiiiiiiieeeeeeeeeiiieeeeeeebbk,1351.25 1565.375 1773.1875 1992.9375 2199.21875 2392.90625 2591.375 2766.5 2820.03125 2861.3125 3061.03125 3105.84375 3150.75 3179.5 3232.375 3260.0625 3314.375 3342.8125 3395.375 3424.125 3652.03125 3847.96875 4041.5625 4213.25 4396.15625 4448.59375 4474.1875 4486.8125 4699.3125 4742.28125 4787.625 4816.84375 4865.09375 4897.71875 4948.0625 4981.125 5033.71875 5062.6875 5147.3125 5174.5 5357.90625 5406.1875 5437.4375 5655.984473 5738.375 5829.84375 5924.5625 6017.4375 6110.1875 6207.25 6304.125 6401.125 6876.53125 6955.1875 6965.8125 7146.875 7230.25 7320.53125 7418.375 7517.09375 7614.375 7715.25 8121.78125 8324.15625 8499.21875,1381.59375 1592.03125 1796.625 2036.375 2247.3125 2441.15625 2638.375 2791.6875 2828.71875 2884.90625 3077.71875 3122.21875 3157.6875 3201.28125 3237.03125 3282.09375 3322.53125 3366.0 3403.6875 3457.71875 3694.40625 3897.6875 4091.4375 4231.625 4422.34375 4453.90625 4478.28125 4513.4375 4714.28125 4762.53125 4796.15625 4845.46875 4878.1875 4926.84375 4960.875 5006.9375 5046.125 5091.4375 5169.1875 5181.8125 5376.03125 5417.1875 5442.40625 5724.989135 5804.03125 5903.15625 5997.125 6088.21875 6184.875 6279.15625 6373.6875 6471.03125 6887.46875 6959.28125 6976.78125 7215.84375 7295.03125 7396.6875 7492.25 7591.75 7688.40625 7819.46875 8165.5625 8370.25 8533.625
or34bk56_010818_121033.4861.cbin,iiiiiiiiibbbiiiiiiiiiiiiibkiiieeeeeeeebbbb,600.59375 802.28125 949.0625 1088.09375 1220.9375 1352.9375 1490.113956 1644.28125 1804.15625 1987.5 2160.5 2341.84375 2582.21875 2650.0625 2771.34375 2881.5625 2920.0625 2966.46875 2995.71875 3049.1875 3077.28125 3129.75 3157.5625 3211.09375 3240.28125 3521.4375 3695.46875 3859.09375 3915.46875 3951.6875 4131.4375 4212.875 4302.8125 4397.53125 4490.15625 4583.15625 4676.9375 4782.59375 5162.75 5373.0625 5564.5625 5769.0,614.5 815.15625 972.78125 1115.90625 1258.28125 1394.8125 1543.906812 1687.5 1840.5625 2034.03125 2210.53125 2388.34375 2586.5 2695.1875 2796.875 2894.34375 2940.1875 2974.71875 3017.21875 3058.65625 3101.34375 3137.0625 3179.9375 3216.34375 3266.59375 3565.6875 3726.0 3880.0625 3921.65625 3984.15625 4199.0625 4279.6875 4378.40625 4471.09375 4560.71875 4655.46875 4750.1875 4804.71875 5203.65625 5419.53125 5612.5 5815.625
or34bk56_010818_121259.4870.cbin,ibbbbkiiiiiiiiiiiibbbbkkiiiiiiiiiiiiiiieeeeeeeeebkkkkiiiiiiiiiiiiieeeeeeee,1701.59375 1982.4375 2170.3125 2370.4375 2538.28125 2679.78404 2879.53125 2933.4375 2955.65625 2969.3125 3248.625 3287.15625 3331.75 3412.4375 3449.75 3492.3125 3529.03125 3574.3125 3609.90625 3948.4375 4142.71875 4305.375 4470.125 4646.0 4841.59375 4892.8125 4920.375 4932.03125 4973.34375 5120.46875 5160.4375 5215.5 5242.09375 5287.15625 5323.34375 5375.875 5403.8125 5455.4375 5484.34375 5669.15625 5746.34375 5834.78125 5928.0625 6019.96875 6113.40625 6207.5 6305.25 6396.0 6611.5625 6753.96875 6913.46875 7070.875 7231.6875 7415.375 7507.25 7558.65625 7689.21875 7728.15625 7784.3125 7810.34375 7863.15625 7891.25 7935.46875 7971.0625 8018.6875 8055.0 8262.765521 8343.46875 8435.0 8528.65625 8621.5625 8718.46875 8816.46875 8915.375,1729.40625 2026.5625 2216.46875 2414.5 2587.3125 2728.398681 2913.3125 2946.28125 2963.375 3039.9375 3278.4375 3326.34375 3405.40625 3440.4375 3484.875 3520.96875 3566.9375 3603.46875 3647.09375 3997.75 4195.84375 4361.53125 4520.1875 4683.96875 4875.875 4907.6875 4925.5625 4963.5 5004.8125 5146.90625 5193.9375 5229.96875 5277.6875 5312.78125 5356.75 5393.375 5438.8125 5474.375 5517.96875 5737.6875 5817.34375 5910.375 6002.625 6093.90625 6188.34375 6282.78125 6376.8125 6471.53125 6650.25 6786.625 6949.59375 7104.09375 7273.5 7448.375 7540.53125 7576.75 7712.0625 7764.875 7798.3125 7842.0 7879.96875 7925.65625 7961.40625 8004.9375 8042.875 8086.8125 8337.383342 8416.375 8513.34375 8606.8125 8699.375 8797.875 8894.375 8988.1875
or34bk56_010818_121318.4873.cbin,iiiiiibbbbbbbkkiiiiiiiiiiibbbkkkiiiiiiiiiiiiieeeeeebbkkiiiiiiiiiiiiiiiibbbbkiiiiiiiiiiiiiiieeeeeebbkkiiiiiiiiiiiiiiibbbbbkiiiiiiiiiiiiiiibbbbbkkkiiiiiiiiiiiiieeeeeeee,1043.625 1201.4375 1342.8125 1483.125 1676.8125 1845.84375 1990.90625 2128.9375 2273.53125 2418.0 2557.40625 2701.46875 2859.40625 3025.78125 3201.34375 3439.9375 3638.59375 3677.4375 3724.40625 3749.65625 3804.5625 3831.625 3885.0625 3913.84375 3968.71875 3994.15625 4230.03125 4396.46875 4561.625 4715.0625 4871.78125 5026.40625 5199.53125 5330.40625 5418.15625 5600.59375 5644.15625 5690.0625 5719.0 5764.8125 5801.46875 5855.5 5883.375 5979.8125 5994.15625 6101.119245 6180.65625 6273.78125 6367.6875 6462.25 6557.9375 6657.59375 6859.9375 7012.625 7182.40625 7350.75 7404.4375 7431.03125 7593.75 7629.59375 7683.34375 7711.90625 7757.15625 7794.25 7837.75 7876.46875 7929.53125 7957.6875 8043.6875 8189.03125 9103.09375 9263.25 9411.09375 9542.53125 9677.6875 9832.6875 9987.96875 10041.6875 10077.25 10260.9375 10297.28125 10352.84375 10381.34375 10434.125 10463.71875 10508.875 10546.40625 10601.71875 10629.78125 10684.40625 10716.3125 10850.125 10932.125 11022.4375 11118.8125 11209.34375 11305.625 11404.21875 11663.71875 11824.875 11980.03125 12147.53125 12200.375 12226.375 12238.96875 12293.15625 12396.15625 12433.6875 12490.53125 12518.71875 12573.1875 12600.6875 12647.71875 12682.78125 12737.5 12767.28125 13019.875 13155.1875 13295.0625 13424.59375 13556.71875 13715.65625 13937.46875 13985.9375 14012.75 14025.625 14171.125 14201.46875 14257.5 14284.875 14339.9375 14369.6875 14427.53125 14453.0625 14513.40625 14537.34375 15040.46875 15192.625 15351.5 15498.28125 15644.4375 15794.25 15962.375 16127.625 16277.84375 16449.21875 16481.5625 16531.1875 16545.9375 16674.09375 16710.3125 16721.5625 16766.65625 16796.25 16851.0625 16879.75 16924.5 16963.71875 17129.96875 17218.28125 17303.0625 17397.15625 17492.21875 17588.28125 17683.75 17788.40625,1064.96875 1226.96875 1376.90625 1523.1875 1709.21875 1872.25 2044.125 2181.9375 2325.0625 2467.90625 2609.875 2754.96875 2911.25 3046.28125 3223.96875 3465.0 3644.34375 3691.75 3728.5 3781.25 3815.78125 3862.15625 3896.40625 3941.5 3972.875 4022.96875 4275.03125 4444.03125 4613.53125 4738.0625 4891.78125 5043.125 5211.625 5341.84375 5449.4375 5615.1875 5664.8125 5698.96875 5745.75 5783.59375 5827.28125 5865.25 5910.90625 5985.34375 5998.53125 6165.8125 6248.875 6346.78125 6439.78125 6533.5 6632.6875 6722.78125 6894.25 7041.5625 7206.59375 7374.3125 7409.9375 7474.65625 7611.46875 7657.34375 7691.34375 7739.625 7774.53125 7822.5625 7859.3125 7905.4375 7940.65625 7987.0 8074.28125 8248.84375 9116.03125 9309.03125 9458.75 9592.15625 9724.15625 9865.1875 10014.03125 10049.78125 10121.21875 10281.3125 10330.59375 10365.59375 10411.03125 10449.34375 10493.5 10528.4375 10574.78125 10612.8125 10657.15625 10694.40625 10746.5 10914.6875 11001.28125 11098.34375 11190.84375 11285.1875 11376.65625 11473.90625 11697.8125 11853.65625 12016.03125 12171.53125 12206.0625 12231.09375 12276.0 12303.40625 12412.5625 12468.90625 12497.90625 12549.5 12587.0625 12634.8125 12668.1875 12715.09375 12749.28125 12800.125 13071.1875 13211.15625 13347.5625 13479.53125 13606.46875 13764.84375 13954.9375 13992.78125 14018.3125 14056.71875 14181.65625 14231.15625 14268.0 14316.0 14354.3125 14402.125 14436.34375 14484.34375 14522.90625 14567.0 15062.03125 15239.25 15400.3125 15553.125 15699.875 15846.09375 16002.59375 16164.3125 16330.210893 16475.71875 16488.3125 16536.9375 16576.59375 16688.0625 16716.03125 16746.40625 16784.6875 16825.78125 16866.09375 16911.25 16950.375 16995.46875 17197.5 17284.3125 17382.1875 17476.34375 17569.90625 17662.03125 17760.0 17853.3125
